Ruleset,Race/Species,Subclass,Level,Sneak Attack,Expertise,Weapon Mastery,Cunning Action,Steady Aim,Cunning Strike,Cunning Strike Options,Reliable Talent,Uncanny Dodge,Evasion,Blindsense,Slippery Mind,Elusive,Stroke of Luck,Unlocked Subclass Features,Warnings,Result
dnd_2014,Dwarf,Assassin,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Dwarf,Assassin,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,1,1d6,2,0,False,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Thief,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,1,1d6,2,0,False,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Elf,Assassin,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Bonus Proficiencies, Assassinate, Infiltration Expertise, Impostor, Death Strike",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,1,1d6,2,0,False,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,12,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,13,7d6,4,0,True,False,False,,True,True,True,0,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,14,7d6,4,0,True,False,False,,True,True,True,10,,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,15,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,16,8d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,17,9d6,4,0,True,False,False,,True,True,True,10,WIS,False,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,18,9d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,19,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,False,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Thief,20,10d6,4,0,True,False,False,,True,True,True,10,WIS,True,True,"Fast Hands, Second-Story Work, Supreme Sneak, Use Magic Device, Thief's Reflexes",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,1,1d6,2,0,False,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,2,1d6,2,0,True,False,False,,False,False,False,0,,False,False,,Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,3,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,4,2d6,2,0,True,False,False,,False,False,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,5,3d6,2,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,6,3d6,4,0,True,False,False,,False,True,False,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,7,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,8,4d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,9,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,10,5d6,4,0,True,False,False,,False,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
dnd_2014,Halfling,Assassin,11,6d6,4,0,True,False,False,,True,True,True,0,,False,False,"Bonus Proficiencies, Assassinate, Infiltration Expertise",Subrace seçimi zorunlu tutulmalı,PASS
