Ruleset,Race/Species,Domain,Level,Channel Divinity Uses,Cantrips,Prepared Spells,Divine Spark d8,Destroy Undead CR,Sear Undead,Blessed Strikes,Improved Blessed Strikes,Divine Intervention,Level 20 Capstone,Warnings,Result
dnd_2014,Human,Death Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Death Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Death Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Death Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Death Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Death Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Death Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,,PASS
dnd_2014,Human,Arcana Domain,1,0,3,1+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Arcana Domain,2,1,3,2+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Arcana Domain,3,1,3,3+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Arcana Domain,4,1,4,4+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Arcana Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Arcana Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Arcana Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Arcana Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Arcana Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Arcana Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,,PASS
dnd_2014,Human,Arcana Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Arcana Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Arcana Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Arcana Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Arcana Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Arcana Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Arcana Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Arcana Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Arcana Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Arcana Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,,PASS
dnd_2014,Human,Forge Domain,1,0,3,1+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Forge Domain,2,1,3,2+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Forge Domain,3,1,3,3+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Forge Domain,4,1,4,4+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Forge Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Forge Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Forge Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Forge Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Forge Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Forge Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,,PASS
dnd_2014,Human,Forge Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Forge Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Forge Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Forge Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Forge Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Forge Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Forge Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Forge Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Forge Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Forge Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,,PASS
dnd_2014,Human,Grave Domain,1,0,3,1+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Grave Domain,2,1,3,2+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Grave Domain,3,1,3,3+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Grave Domain,4,1,4,4+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Grave Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Grave Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Grave Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Grave Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Grave Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Grave Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,,PASS
dnd_2014,Human,Grave Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Grave Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Grave Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Grave Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Grave Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Grave Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Grave Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Grave Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Grave Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Grave Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,,PASS
dnd_2014,Human,Order Domain,1,0,3,1+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Order Domain,2,1,3,2+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Order Domain,3,1,3,3+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Order Domain,4,1,4,4+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Order Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Order Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Order Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Order Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Order Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Order Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,,PASS
dnd_2014,Human,Order Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Order Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Order Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Order Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Order Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Order Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Order Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Order Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Order Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Order Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,,PASS
dnd_2014,Human,Peace Domain,1,0,3,1+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Peace Domain,2,1,3,2+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Peace Domain,3,1,3,3+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Peace Domain,4,1,4,4+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Peace Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Peace Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Peace Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Peace Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Peace Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Peace Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,,PASS
dnd_2014,Human,Peace Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Peace Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Peace Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Peace Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Peace Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Peace Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Peace Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Peace Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Peace Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Peace Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,,PASS
dnd_2014,Human,Twilight Domain,1,0,3,1+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Twilight Domain,2,1,3,2+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Twilight Domain,3,1,3,3+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Twilight Domain,4,1,4,4+WIS mod,,,False,False,False,False,,,PASS
dnd_2014,Human,Twilight Domain,5,1,4,5+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Twilight Domain,6,2,4,6+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Twilight Domain,7,2,4,7+WIS mod,,0.5,False,False,False,False,,,PASS
dnd_2014,Human,Twilight Domain,8,2,4,8+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Twilight Domain,9,2,4,9+WIS mod,,1,False,False,False,False,,,PASS
dnd_2014,Human,Twilight Domain,10,2,5,10+WIS mod,,1,False,False,False,True,,,PASS
dnd_2014,Human,Twilight Domain,11,2,5,11+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Twilight Domain,12,2,5,12+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Twilight Domain,13,2,5,13+WIS mod,,2,False,False,False,True,,,PASS
dnd_2014,Human,Twilight Domain,14,2,5,14+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Twilight Domain,15,2,5,15+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Twilight Domain,16,2,5,16+WIS mod,,3,False,False,False,True,,,PASS
dnd_2014,Human,Twilight Domain,17,2,5,17+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Twilight Domain,18,3,5,18+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Twilight Domain,19,3,5,19+WIS mod,,4,False,False,False,True,,,PASS
dnd_2014,Human,Twilight Domain,20,3,5,20+WIS mod,,4,False,False,False,True,Improved,,PASS
dnd_2014,Dwarf,Life Domain,1,0,3,1+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Dwarf,Life Domain,2,1,3,2+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Dwarf,Life Domain,3,1,3,3+WIS mod,,,False,False,False,False,,subrace choice required,PASS
dnd_2014,Dwarf,Life Domain,4,1,4,4+WIS mod,,,False,False,False,False,,subrace choice required,PASS
