ruleset,race_species,subclass,level,favored_enemy_uses,hunters_mark_damage,known_spells,prepared_spells,weapon_mastery,expertise_count,extra_attack,roving,tireless,relentless_hunter,natures_veil,precise_hunter,feral_senses,foe_slayer,companion_attacks,warnings,result
dnd_2014,Dwarf,Hunter,19,0,1d6,11,0,0,0,True,False,False,False,False,False,True,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Hunter,20,0,1d6,11,0,0,0,True,False,False,False,False,False,True,True,0,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,1,0,1d6,0,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,2,0,1d6,2,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,3,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,4,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,5,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,6,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,7,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,8,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,9,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,10,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,11,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,12,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,13,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,14,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,15,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,16,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,17,0,1d6,10,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,18,0,1d6,10,0,0,0,True,False,False,False,False,False,True,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,19,0,1d6,11,0,0,0,True,False,False,False,False,False,True,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Dwarf,Beast Master,20,0,1d6,11,0,0,0,True,False,False,False,False,False,True,True,2,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,1,0,1d6,0,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,2,0,1d6,2,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,3,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,4,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,5,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,6,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,7,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,8,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,9,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,10,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,11,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,12,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,13,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,14,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,15,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,16,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,17,0,1d6,10,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,18,0,1d6,10,0,0,0,True,False,False,False,False,False,True,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,19,0,1d6,11,0,0,0,True,False,False,False,False,False,True,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Hunter,20,0,1d6,11,0,0,0,True,False,False,False,False,False,True,True,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,1,0,1d6,0,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,2,0,1d6,2,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,3,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,4,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,5,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,6,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,7,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,8,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,9,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,10,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,11,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,12,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,13,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,14,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,15,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,16,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,17,0,1d6,10,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,18,0,1d6,10,0,0,0,True,False,False,False,False,False,True,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,19,0,1d6,11,0,0,0,True,False,False,False,False,False,True,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Elf,Beast Master,20,0,1d6,11,0,0,0,True,False,False,False,False,False,True,True,2,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,1,0,1d6,0,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,2,0,1d6,2,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,3,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,4,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,5,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,6,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,7,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,8,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,9,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,10,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,11,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,12,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,13,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,14,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,15,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,16,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,17,0,1d6,10,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,18,0,1d6,10,0,0,0,True,False,False,False,False,False,True,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,19,0,1d6,11,0,0,0,True,False,False,False,False,False,True,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Hunter,20,0,1d6,11,0,0,0,True,False,False,False,False,False,True,True,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,1,0,1d6,0,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,2,0,1d6,2,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,3,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,4,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,5,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,6,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,7,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,8,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,9,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,10,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,1,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,11,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,12,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,13,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,14,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,15,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,16,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,17,0,1d6,10,0,0,0,True,False,False,False,False,False,False,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,18,0,1d6,10,0,0,0,True,False,False,False,False,False,True,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,19,0,1d6,11,0,0,0,True,False,False,False,False,False,True,False,2,Subrace seçimi zorunlu,PASS
dnd_2014,Halfling,Beast Master,20,0,1d6,11,0,0,0,True,False,False,False,False,False,True,True,2,Subrace seçimi zorunlu,PASS
dnd_2014,Dragonborn,Hunter,1,0,1d6,0,0,0,0,False,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,2,0,1d6,2,0,0,0,False,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,3,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,4,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,5,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,6,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,7,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,8,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,9,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,10,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,11,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,12,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,13,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,14,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,15,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,16,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,17,0,1d6,10,0,0,0,True,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Hunter,18,0,1d6,10,0,0,0,True,False,False,False,False,False,True,False,0,,PASS
dnd_2014,Dragonborn,Hunter,19,0,1d6,11,0,0,0,True,False,False,False,False,False,True,False,0,,PASS
dnd_2014,Dragonborn,Hunter,20,0,1d6,11,0,0,0,True,False,False,False,False,False,True,True,0,,PASS
dnd_2014,Dragonborn,Beast Master,1,0,1d6,0,0,0,0,False,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Beast Master,2,0,1d6,2,0,0,0,False,False,False,False,False,False,False,False,0,,PASS
dnd_2014,Dragonborn,Beast Master,3,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,1,,PASS
dnd_2014,Dragonborn,Beast Master,4,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,1,,PASS
dnd_2014,Dragonborn,Beast Master,5,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,1,,PASS
dnd_2014,Dragonborn,Beast Master,6,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,1,,PASS
dnd_2014,Dragonborn,Beast Master,7,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,1,,PASS
dnd_2014,Dragonborn,Beast Master,8,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,1,,PASS
dnd_2014,Dragonborn,Beast Master,9,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,1,,PASS
dnd_2014,Dragonborn,Beast Master,10,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,1,,PASS
dnd_2014,Dragonborn,Beast Master,11,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,2,,PASS
dnd_2014,Dragonborn,Beast Master,12,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,2,,PASS
dnd_2014,Dragonborn,Beast Master,13,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,2,,PASS
dnd_2014,Dragonborn,Beast Master,14,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,2,,PASS
dnd_2014,Dragonborn,Beast Master,15,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,2,,PASS
dnd_2014,Dragonborn,Beast Master,16,0,1d6,9,0,0,0,True,False,False,False,False,False,False,False,2,,PASS
dnd_2014,Dragonborn,Beast Master,17,0,1d6,10,0,0,0,True,False,False,False,False,False,False,False,2,,PASS
dnd_2014,Dragonborn,Beast Master,18,0,1d6,10,0,0,0,True,False,False,False,False,False,True,False,2,,PASS
dnd_2014,Dragonborn,Beast Master,19,0,1d6,11,0,0,0,True,False,False,False,False,False,True,False,2,,PASS
dnd_2014,Dragonborn,Beast Master,20,0,1d6,11,0,0,0,True,False,False,False,False,False,True,True,2,,PASS
dnd_2014,Gnome,Hunter,1,0,1d6,0,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,2,0,1d6,2,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,3,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,4,0,1d6,3,0,0,0,False,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,5,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,6,0,1d6,4,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,7,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,8,0,1d6,5,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,9,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,10,0,1d6,6,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,11,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,12,0,1d6,7,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
dnd_2014,Gnome,Hunter,13,0,1d6,8,0,0,0,True,False,False,False,False,False,False,False,0,Subrace seçimi zorunlu,PASS
