Ruleset,Race/Species,Subclass,Level,Sorcery Points,Cantrips,Known Spells,Prepared Spells,Metamagic Choices,Innate Sorcery,Sorcerous Restoration,Sorcery Incarnate,Arcane Apotheosis,Result
dnd_2014,Human,Wild Magic,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Wild Magic,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Human,Storm Sorcery,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Storm Sorcery,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Human,Divine Soul,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Divine Soul,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Human,Shadow Magic,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Shadow Magic,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Human,Aberrant Mind,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Aberrant Mind,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Human,Clockwork Soul,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Clockwork Soul,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Human,Lunar Sorcery,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Human,Lunar Sorcery,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Draconic Bloodline,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Dwarf,Wild Magic,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Wild Magic,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Storm Sorcery,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Dwarf,Divine Soul,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Divine Soul,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Shadow Magic,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Aberrant Mind,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,13,13,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,14,14,6,13,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,15,15,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,16,16,6,14,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,17,17,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,18,18,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,19,19,6,15,0,4,False,False,False,False,PASS
dnd_2014,Dwarf,Clockwork Soul,20,20,6,15,0,4,False,True,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,1,0,4,2,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,2,2,4,3,0,0,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,3,3,4,4,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,4,4,5,5,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,5,5,5,6,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,6,6,5,7,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,7,7,5,8,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,8,8,5,9,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,9,9,5,10,0,2,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,10,10,6,11,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,11,11,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,12,12,6,12,0,3,False,False,False,False,PASS
dnd_2014,Dwarf,Lunar Sorcery,13,13,6,13,0,3,False,False,False,False,PASS
