domain,id,name,edition,kind,className,data,runtime,ui,tests,mode,score,status,source
"subclass","assassin-2024","Assassin","dnd_2024","","Rogue","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","wild-magic-2024","Wild Magic Sorcery","dnd_2024","","Sorcerer","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","aberrant-sorcery-2024","Aberrant Sorcery","dnd_2024","","Sorcerer","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","clockwork-sorcery-2024","Clockwork Sorcery","dnd_2024","","Sorcerer","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","archfey-patron-2024","Archfey Patron","dnd_2024","","Warlock","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","celestial-patron-2024","Celestial Patron","dnd_2024","","Warlock","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","oath-of-vengeance-2024","Oath of Vengeance","dnd_2024","","Paladin","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","gloom-stalker-2024","Gloom Stalker","dnd_2024","","Ranger","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","great-old-one-2024","Great Old One Patron","dnd_2024","","Warlock","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","abjurer-2024","Abjurer","dnd_2024","","Wizard","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","diviner-2024","Diviner","dnd_2024","","Wizard","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","illusionist-2024","Illusionist","dnd_2024","","Wizard","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","knowledge-domain","Knowledge Domain","dnd_2014","","Cleric","true","true","true","false","partial","80","PARTIAL","subclassExpansion.ts"
"subclass","light-domain","Light Domain","dnd_2014","","Cleric","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","nature-domain","Nature Domain","dnd_2014","","Cleric","true","true","true","false","partial","80","PARTIAL","subclassExpansion.ts"
"subclass","tempest-domain","Tempest Domain","dnd_2014","","Cleric","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","trickery-domain","Trickery Domain","dnd_2014","","Cleric","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","war-domain","War Domain","dnd_2014","","Cleric","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","death-domain","Death Domain","dnd_2014","","Cleric","true","true","true","false","partial","80","PARTIAL","subclassExpansion.ts"
"subclass","arcana-domain","Arcana Domain","dnd_2014","","Cleric","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","forge-domain","Forge Domain","dnd_2014","","Cleric","true","true","true","false","partial","80","PARTIAL","subclassExpansion.ts"
"subclass","grave-domain","Grave Domain","dnd_2014","","Cleric","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","order-domain","Order Domain","dnd_2014","","Cleric","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"subclass","peace-domain","Peace Domain","dnd_2014","","Cleric","true","true","true","false","partial","80","PARTIAL","subclassExpansion.ts"
"subclass","twilight-domain","Twilight Domain","dnd_2014","","Cleric","true","true","true","true","partial","100","READY","subclassExpansion.ts"
"spell","blade-ward","Blade Ward","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","dancing-lights","Dancing Lights","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","eldritch-blast","Eldritch Blast","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","friends","Friends","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","message","Message","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","true-strike","True Strike","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","vicious-mockery","Vicious Mockery","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","banishment","Banishment","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","death-ward","Death Ward","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","freedom-of-movement","Freedom of Movement","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","guardian-of-faith","Guardian of Faith","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","commune","Commune","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","dispel-evil-and-good","Dispel Evil and Good","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","flame-strike","Flame Strike","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","hallow","Hallow","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","raise-dead","Raise Dead","mixed","healing","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","blade-barrier","Blade Barrier","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","create-undead","Create Undead","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","find-the-path","Find the Path","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","forbiddance","Forbiddance","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","harm","Harm","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","heal","Heal","mixed","healing","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","conjure-celestial","Conjure Celestial","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","divine-word","Divine Word","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","etherealness","Etherealness","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","fire-storm","Fire Storm","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","plane-shift","Plane Shift","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","regenerate","Regenerate","mixed","healing","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","resurrection","Resurrection","mixed","healing","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","symbol","Symbol","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","antimagic-field","Antimagic Field","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","control-weather","Control Weather","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","earthquake","Earthquake","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","holy-aura","Holy Aura","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","astral-projection","Astral Projection","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","demiplane","Demiplane","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","dominate-monster","Dominate Monster","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","gate","Gate","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","mass-heal","Mass Heal","mixed","healing","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","true-resurrection","True Resurrection","mixed","healing","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","arcane-eye","Arcane Eye","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","charm-person","Charm Person","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","commune-with-nature","Commune with Nature","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","confusion","Confusion","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","daylight","Daylight","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","disguise-self","Disguise Self","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","divine-favor","Divine Favor","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","dominate-person","Dominate Person","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","ensnaring-strike","Ensnaring Strike","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","hold-monster","Hold Monster","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","ice-storm","Ice Storm","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","magic-weapon","Magic Weapon","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","modify-memory","Modify Memory","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","moonbeam","Moonbeam","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","nondetection","Nondetection","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","pass-without-trace","Pass without Trace","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","plant-growth","Plant Growth","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","protection-from-energy","Protection from Energy","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","protection-from-evil-and-good","Protection from Evil and Good","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","sanctuary","Sanctuary","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","scrying","Scrying","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","see-invisibility","See Invisibility","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","shield-of-faith","Shield of Faith","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","speak-with-animals","Speak with Animals","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","stoneskin","Stoneskin","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","tree-stride","Tree Stride","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","wall-of-fire","Wall of Fire","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","zone-of-truth","Zone of Truth","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","animal-friendship","Animal Friendship","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","animate-dead","Animate Dead","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","animate-objects","Animate Objects","mixed","summoning","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","antilife-shell","Antilife Shell","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","augury","Augury","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","aura-of-life","Aura of Life","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","aura-of-purity","Aura of Purity","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","aura-of-vitality","Aura of Vitality","mixed","healing","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","bane","Bane","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","barkskin","Barkskin","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","blight","Blight","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","blindness-deafness","Blindness/Deafness","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","blink","Blink","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","call-lightning","Call Lightning","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","circle-of-power","Circle of Power","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","cloudkill","Cloudkill","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","compulsion","Compulsion","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","control-water","Control Water","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","creation","Creation","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","destructive-wave","Destructive Wave","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","dominate-beast","Dominate Beast","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","elemental-weapon","Elemental Weapon","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","fabricate","Fabricate","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","false-life","False Life","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","flaming-sphere","Flaming Sphere","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","fog-cloud","Fog Cloud","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","gentle-repose","Gentle Repose","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","grasping-vine","Grasping Vine","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","greater-invisibility","Greater Invisibility","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","gust-of-wind","Gust of Wind","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","heat-metal","Heat Metal","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","heroism","Heroism","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","identify","Identify","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","insect-plague","Insect Plague","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","legend-lore","Legend Lore","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","locate-creature","Locate Creature","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","magic-circle","Magic Circle","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","mass-healing-word","Mass Healing Word","mixed","healing","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","mislead","Mislead","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","planar-binding","Planar Binding","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","ray-of-enfeeblement","Ray of Enfeeblement","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","ray-of-sickness","Ray of Sickness","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","searing-smite","Searing Smite","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","sending","Sending","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","shatter","Shatter","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","sleet-storm","Sleet Storm","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","slow","Slow","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","speak-with-dead","Speak with Dead","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","spike-growth","Spike Growth","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","suggestion","Suggestion","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","teleportation-circle","Teleportation Circle","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","vampiric-touch","Vampiric Touch","mixed","healing","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","warding-bond","Warding Bond","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","wind-wall","Wind Wall","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","arcane-gate","Arcane Gate","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","chain-lightning","Chain Lightning","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","circle-of-death","Circle of Death","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","contingency","Contingency","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","eyebite","Eyebite","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","flesh-to-stone","Flesh to Stone","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","globe-of-invulnerability","Globe of Invulnerability","mixed","defense","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","mass-suggestion","Mass Suggestion","mixed","control","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","move-earth","Move Earth","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","sunbeam","Sunbeam","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","transport-via-plants","Transport via Plants","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
"spell","true-seeing","True Seeing","mixed","utility","","true","false","true","true","manual","65","PARTIAL","spellExpansion.ts"
"spell","wall-of-ice","Wall of Ice","mixed","damage","","true","true","true","true","automatic","100","READY","spellExpansion.ts"
"spell","wind-walk","Wind Walk","mixed","movement","","true","true","true","true","partial","100","READY","spellExpansion.ts"
